commit_id,Author,commit_dt,commit_msg,commit_dtl
d9c22d515,WooChul,2023-04-13 14:54:52,사용자 > 네이버에디터 > Validation 체크 스크립트 수정,
bce2cfa01,WooChul,2023-04-13 13:49:36,사용자 > 네이버에디터 있는화면 Validation 스크립트 수정,
1c7f5b305,WooChul,2023-04-13 09:38:40,사용자 > 참여마당 > 1:1문의 Validation Script 수정,
111fb3711,WooChul,2023-04-13 09:08:26,"사용자 > 참여마당 > 1:1문의 SelectBox 스타일변경(text-align, choose Option)",
99cf64f1e,WooChul,2023-04-12 17:53:51,사용자 > 정보마당 > 수정,
9e78367cf,WooChul,2023-04-12 17:35:50,사용자 > 참여마당 > 1:1문의 > 메뉴설명 TetxBox 추가,
c71616cdb,WooChul,2023-04-12 17:07:17,사용자 > 정보마당 > 채용정보 > 메뉴설명 TetxBox 추가,
1a527ed39,WooChul,2023-04-12 16:13:34,사용자 > 참여마당 > 1:1문의 > selectBox 스타일 수정,
75cabb2a2,eom,2023-04-12 15:46:21,성과공유 월별 실적 구분별 기업 갯수 COUNT 수정,
775cffd52,WooChul,2023-04-12 14:01:57,사용자 > 기업회원 > 검색조건 스타일 수정,
eb0cca507,WooChul,2023-04-12 13:59:17,사용자 > 기업회원 > 검색조건 스타일 수정,
c5f1a2a9f,WooChul,2023-04-12 13:56:12,사용자 > 검색조건 스타일 수정,
0ad61aafc,WooChul,2023-04-12 09:37:20,사용자 > 알림마당 & 정보마당 검색조건 SelectBox 스타일 수정,
0fc623641,ohdon,2023-04-11 17:15:54,카운팅 테이블 변경,
7b9c04563,eom,2023-04-11 15:52:04,성과공유실적 쿼리 수정(재발급인 경우 추가된 유형만 count),
9ec56d6fa,ohdon,2023-04-11 13:37:44,정보마당>채용정보 엔터키검색 추가 및 조회 전page_no 1로 세팅으로 수정,
cebbbde17,ohdon,2023-04-11 10:57:10,테스트위한공백추가,
18e5a741e,WooChul,2023-04-11 10:49:09,사용자 > 성과공유 > '재신청'시 PRV_YN 초기화,
a1bf1f5b2,WooChul,2023-04-11 09:30:21,사용자 > 성과공유(공통) > 신청완료,날짜기준 발급구분이 재발급 => 재신청으로 변경되면
8534cdf28,WooChul,2023-04-10 17:10:28,사용자 > 학교회원 > 특성화고 관련메뉴 SelectBox renderType 수정,
64b98837d,ohdon,2023-04-10 16:57:31,채용정보>인재육성 테이블 변경 및 조회컬럼 변경,
56308f1cc,WooChul,2023-04-10 16:47:11,사용자 > FAQ(관리자전용) > 검색조건 스타일 수정,
c91c3ebd2,WooChul,2023-04-10 16:18:20,1.사용자 > 검색조건 SelectBox 스타일수정 2.사용자 > 메인화면 > 스타일수정,
d88c6cbc5,WooChul,2023-04-10 14:19:46,사용자 > 정보마당 > 채용공고 수정,
2dcbb14c8,WooChul,2023-04-10 13:51:57,사용자 > 정보마당 > 하위 메뉴 검색 SelectBox text-align:center; 수정,
547ca577c,WooChul,2023-04-10 10:29:22,수정,
1d8ce2c67,WooChul,2023-04-10 09:35:48,사용자 > 정보마당 > 채용정보 > 수정,
ec03958a9,WooChul,2023-04-10 09:29:37,사용자 > 정보마당 > 채용정보 > 공통코드(ComCode) 수정,
0c2ab40d2,WooChul,2023-04-10 09:01:53,성과공유 > 수정,
324cd39c9,WooChul,2023-04-07 09:44:26,메인화면 상단메뉴바 수정,
f13c4db9e,ohdon,2023-04-06 14:51:14,사용자>특성화고취업맞춤반예정현황>23년 이후 참여정보 중 학생등록안된 참여정보 삭제가능하도록 수정,
0c666ea99,WooChul,2023-04-06 14:16:21,관리자 > 성과공유 > 자료등록 > 화면수정,
e7f7c6ff2,WooChul,2023-04-05 15:51:22,사용자 > 성과공유 > 성과공유도입기업 > 확인서류 탭 문구추가,
9cbb9831e,WooChul,2023-04-05 14:52:12,사용자 > 성과공유 > 성과공유도입기업 > 확인서류 탭 재발급시 이전자료(PRV_YN = 'Y')는 수정불가,
1736e85ca,ohdon,2023-04-05 14:13:32,너비 조정,
27416427c,ohdon,2023-04-05 13:59:56,"회원정보가입및수정화면에 placeholder추가, 컴포넌트너비조정",
2037587f0,WooChul,2023-04-05 13:25:11,이용약관 및 개인정보방침 안내문구 margin-top 조정(화면에 가려서 짤림),
f6ceafe7e,WooChul,2023-04-05 11:29:33,메인화면 소메뉴 슬라이드 수정,
66c6fc210,WooChul,2023-04-05 11:28:09,메인화면 소메뉴 슬라이드 수정,
11d716d3c,WooChul,2023-04-05 10:49:40,메인화면 소메뉴 슬라이드 수정,
c13b52820,WooChul,2023-04-05 09:48:01,성과공유 수정,1. 미래성과공유기업 : 성과보상 > 내일채움공제플러스 유형 추가
b75cf3061,ohdon,2023-04-04 15:26:16,"회원정보가입/수정 전화번호,팩스 번호 하나의 컴포넌트로 받도록 수정 및 본인인증한 번호는 수정불가하도록 수정",
78443d8db,WooChul,2023-04-04 14:57:36,성과공유 > 자료등록시 > 성과유형 직장어린이집 & 근로자휴가지원사업 제외,
8f174f58a,ohdon,2023-04-03 16:45:00,사용자>미래성과공유 신청시 인쇄하기 버튼 rd 쿼리 수정,
554da0fbc,ohdon,2023-04-03 16:11:40,사용자>미래성과공유에 plan10_At 추가,
c57b42c28,WooChul,2023-04-03 15:19:18,성과공유 수정,
6fe9aa81a,WooChul,2023-04-03 14:33:19,"2023년 04월 01일 이후 성과공유도입기업 > 기타 직장어린이집, 근로자휴가지원사업 제외",
d7c51be35,eom,2023-04-03 14:31:15,이미지 수정 16x14,
253e37f10,WooChul,2023-04-03 12:06:51,메인화면 CSS 수정,
d42c5dde6,WooChul,2023-04-03 09:09:50,성과공유 > 자료등록 > 원복,
fcd6cf435,WooChul,2023-04-03 08:45:50,상단메뉴 선택시 슬라이드 접기,
286c39cde,WooChul,2023-03-31 17:48:10,성과공유 테스트,
21aa31ff3,ohdon,2023-03-31 17:03:01,관리자>성과공유: 미래성과공유 항목에 청년재직자내일채움공제플러스 항목 추가(화면 및 쿼리 수정),
a62a8e49c,WooChul,2023-03-31 16:47:00,성과공유 수정,
0d6c9f63f,WooChul,2023-03-31 15:06:53,메인화면 & wqCommon.js 수정,
8582078cf,WooChul,2023-03-31 14:51:00,성과공유 신청화면 기업정보 본사전화번호 양식추가(대표번호),
b01bd47a7,ohdon,2023-03-31 14:31:33,displayFormat수정,
dfaf91fd0,WooChul,2023-03-31 11:08:47,메인화면 메뉴 슬라이드 CSS 수정,
cce791fd7,WooChul,2023-03-31 10:08:58,1.메인화면 CSS 수정 2.소메뉴 Slide,
90a942532,WooChul,2023-03-31 09:40:42,메인화면 CSS 수정,
6b850501f,ohdon,2023-03-31 09:29:39,row_number 불필요해서 삭제,
f8db38dab,WooChul,2023-03-30 16:41:08,메인화면 스타일수정,
cbd216cd6,ohdon,2023-03-30 15:52:34,"hist_sn으로 정렬로 수정,정보마당>채용정보 화면 탭 순서변경",
81bdce9aa,WooChul,2023-03-30 13:47:42,메인화면 수정,
1b72e7bc0,eom,2023-03-30 12:21:14,산업기능요원 쿼리 수정,
052ac66f7,eom,2023-03-30 11:26:17,주택특별공급:사업별진행현황 조건 추가 / 산업기능요원 쿼리 수정,
713d48806,ohdon,2023-03-30 09:26:25,주석처리 제거,
caa371906,ohdon,2023-03-29 17:18:04,테이블명 변경,
b7a1a238c,ohdon,2023-03-29 16:25:30,정보마당>채용정보>사업참여기업 탭 조회용 tc_hist_mng 테이블 생성 및 조회쿼리 수정,
9ed61daaa,WooChul,2023-03-28 14:24:07,성과공유 신청완료시 S3 물리파일 확인,
9281c6b2b,WooChul,2023-03-28 13:26:57,사용자 > 성과공유 (미리성과공유기업 & 성과공유도입기업),신청완료시 첨부파일 S3 물리파일 업로드 확인 후 처리
d74254cff,ohdon,2023-03-27 16:40:05,사업소개>중소기업특성화고인력양성사업 height 수정,
948427f37,WooChul,2023-03-27 16:33:34,띄어쓰기 수정,
a2577b6bd,WooChul,2023-03-27 14:30:53,주택공급 수정,
e86125fd1,WooChul,2023-03-27 14:01:16,1.주택공급 신청완료 전 S3 물리파일이 정상적으로 올라갔는지 체크 2.wtiUtil.java 공백제거,
9d1ac5a92,ohdon,2023-03-27 13:14:08,관리자>성과공유 화면에서 col merge,
c33aae70f,WooChul,2023-03-24 14:18:01,toolTipDisplay=true,
bac9dd0b3,WooChul,2023-03-24 14:17:14,메뉴얼관리 > 성과공유 > 정보제공동의서 1건만 입력되게 중복체크 로직 추가,
c85cb3739,WooChul,2023-03-24 11:28:22,메뉴얼 관리 정보제공동의서 추가,
db4077917,WooChul,2023-03-24 10:51:07,메뉴얼 관리 ORDER BY 수정,
d6cc973c0,WooChul,2023-03-24 10:10:08,엔터키 입력시 검색되게 스크립트 추가,
e0841dc75,WooChul,2023-03-24 09:55:23,성과공유 관련 조회화면 수정(메뉴얼관리 파일 가져오기),
579df8092,WooChul,2023-03-24 09:53:55,성과공유 관련 메뉴얼 다운로드 로직 추가,
fad2b900d,WooChul,2023-03-24 09:48:06,메뉴얼관리,
464e81523,eom,2023-03-23 17:12:01,이전실적 조회조건 고정 / 성과공유실적 과거 승인 데이터 COUNT 안되도록 수정,
d1b8fd830,ohdon,2023-03-23 14:23:28,"미래성과,성과공유 매뉴얼 첨부파일 수정",
4a33ae12a,WooChul,2023-03-23 10:35:31,1:1문의 수정,
30622c5af,WooChul,2023-03-23 10:18:16,사업분류 공통코드 수정,FAQ and Q&A and 1:1 문의 사업분류 공통코드 CD000002 수정
e951b3d2d,WooChul,2023-03-22 15:03:31,사용자 > 정보마당 > 참여학교현황(기술사관) 팝업 그리드뷰 Width 조정,
c49dbe010,WooChul,2023-03-22 14:50:30,사용자(관리자계정) > Q&A 랑 1:1문의 분류조회 & 수정화면 수정,
698345e53,ohdon,2023-03-22 13:24:56,관리자>성과공유도입기업>성과보상 기금공제 유형 추가:청년재직자내일채움공제플러스,
28497df94,WooChul,2023-03-22 10:40:36,관리자 > 특성화 > 진로현황 쿼리 원복(TC_BIZ_CHRGR 조인만 제거),
3b2eab186,WooChul,2023-03-22 10:07:43,관리자 > 시스템관리 > 메뉴관리 > 화면 분할 그리드뷰 소메뉴 스타일깨짐 수정,
4b4d580c8,WooChul,2023-03-22 09:45:16,관리자 > 시스템관리 > 화면깨짐 수정(위치조정),
cc6481091,WooChul,2023-03-22 09:23:19,관리자 > 팝업페이지 수정,"1. 너비, 높이 구분 문자 추가"
343da968c,WooChul,2023-03-22 08:26:43,성과공유 > 성과공유도입기업 > 확인서류 유형추가,성과보상기금 > 청년재직자 내일채움공제 플러스 / 청년재직자 내일채움공제 플러스 가입증명서
8e3c06f96,WooChul,2023-03-21 16:30:38,관리자 > 시스템관리 > 관리자 권한부여 목록 수정,
a5c4509ee,WooChul,2023-03-21 15:44:10,관리자 > 시스템관리 > 권한관리 > 그리드뷰 항목 수정,"1. 부서명, 직급 제거"
932455842,ohdon,2023-03-21 15:33:01,기본세팅 커밋,
4f5bd4911,ohdon,2023-03-21 15:23:08,"TC_BIZ_CHRGR사용쿼리들정리(TB_BIZ_MBR_ATHR,TC_INSN_ASGN_MNGR_ATHR로전환및 승인지방청숨김)",
8fa58f4ad,WooChul,2023-03-21 14:44:47,관리자 > 시스템관리 > 관리자권한 로그 수정,
41c9dca04,WooChul,2023-03-21 13:29:52,관리자 > 시스템관리 > 권한관리 부여 수정,
931fc2ff1,WooChul,2023-03-21 09:07:39,관리자 > 공통코드 관리 > 그리드뷰 Height 조절,
4b5dc12d2,WooChul,2023-03-20 17:44:21,관리자 > 공통코드 관리 > 그리드뷰 Height 고정,
61ba11371,WooChul,2023-03-20 09:42:50,특성화고 & 산업기능요원 학교검색 파라미터 수정,
cd190c32e,WooChul,2023-03-17 16:05:30,특성화고 > 첨부문서 탭 그리드뷰 autoFit = allColumn 추가,
61cefaf90,WooChul,2023-03-17 15:45:27,특성화고 쿼리 수정,
38f159b74,WooChul,2023-03-17 14:18:00,수정,
f93f5074c,ohdon,2023-03-17 13:58:56,사용자>특성화고 참여기업 신청조회에서희망교육과정 조회되도록 수정,
0e93f5c1f,WooChul,2023-03-17 11:29:29,문구추가,
f8db87ce0,WooChul,2023-03-17 11:28:54,기업회원 > 특성화고 참여기업신청 학교죄 사업년도 -1 기한 수정,
891e7daa5,WooChul,2023-03-17 09:11:52,성과공유 쿼리 수정,
8666326a5,WooChul,2023-03-16 17:19:58,성과공유 쿼리 띄어쓰기 정리,
7daab7cd4,WooChul,2023-03-16 16:56:31,성과공유 쿼리 수정,
594183901,ohdon,2023-03-16 14:05:23,"사용자>계약학과 참여기업 기입시 사업자번호 조회할 때와 관련한 수정(사업자번호자릿수체크, 재조회시마다 직접입력 버튼원복)",
8e50f68d7,WooChul,2023-03-16 09:12:29,사용자 > 성과공유 수정,
42fd0819d,WooChul,2023-03-16 08:54:31,사용자 > 성과공유 > 성과공유도입기업 재발급시 이전 신청ID 가져오는 쿼리수정,신규 > 재신청 > 재발급일때 못 가져와서...
d748e7869,WooChul,2023-03-15 17:26:57,사용자 > 성과공유 > 확인서류 복사 쿼리 수정,
6b0a62d7e,ohdon,2023-03-15 15:23:32,"기술사관 주석처리 제거 및 컴포넌트 활성화 컨트롤 수정(이탈일자, 이탈사유)",
89178dc1f,WooChul,2023-03-15 15:02:42,사용자 > 성과공유 > 미래성과공유도입기업 > 확인서류 탭 Validation 수정,
91d4b184a,WooChul,2023-03-15 14:42:37,관리자 > 성과공유 > 만기도래 수정,
51261bbcd,ohdon,2023-03-15 14:23:31,"기술사관 이탈사유 컴포넌트 추가로 인한 조회변경및화면변경, 사용자>기술사관 버튼컨트롤 코드 정리",
5531ae9f5,WooChul,2023-03-15 14:02:31,띄어쓰기 공백제거,
531819766,WooChul,2023-03-15 13:49:33,성과공유 > 만기도래 이메일발송 스케쥴러 수정,
ccf320f9c,eom,2023-03-15 13:01:37,drillDown 이미지 수정,
62f267071,WooChul,2023-03-15 10:19:27,로컬 주석처리,
23585a9db,WooChul,2023-03-15 10:05:47,"1. 성과공유도입기업 확인서류 탭 20230401 부터 기타 기타 유형 직장어린이집, 근로자휴가지원사업 제외 2. 성과공유도입기업 확인서류 탭 DrillDown 펼치기 3. 성과공유 만기도래 이메일발송 스케쥴러 수정",
e698cf135,WooChul,2023-03-14 17:58:57,성과공유 수정,
5beba70cb,WooChul,2023-03-14 15:25:42,성과공유도입기업 수정,1. 사용자 성과보상기금공제 업로드여부
5ef7a05a8,WooChul,2023-03-14 15:10:15,사용자 > 성과공유도입기업 > 확인서류 > DrillDown,
f47622ab7,ohdon,2023-03-14 13:27:55,"사용자>계약학과 화면에서 title 제거, 정부지원금 안내 문구 추가 / 사용자>기술사관참여기업연도 변경시 바로 조회되도록 수정",
99edae801,ohdon,2023-03-14 09:23:45,사용자>계약학과 학생등록화면에 툴팁 추가,
98022a245,ohdon,2023-03-13 17:56:02,"사용자>기술사관 협약참여기업미종료건수조회해서중복저장막음, 계약학과툴팁추가,이탈사유코드추가로셀렉트박스생성",
11114efac,WooChul,2023-03-10 15:40:17,사용자 > 주택공급 > 증빙서류 탭 조회 쿼리 수정,
4912ad6ef,WooChul,2023-03-10 15:25:48,주택공급 > 쿼리수정,
2f5923c8d,WooChul,2023-03-10 15:18:20,관리자 > 주택공급 > 사업설정 > 모집공고일 수정시 추천 후 미청약자 감점 업데이트 수정,
a7d10ce91,WooChul,2023-03-10 14:53:38,학교회원 > 사업신청 > 계약학과 > 삭제버튼 Confirm 오타 수정,
431d7c96a,WooChul,2023-03-10 14:45:11,주택공급,1. 사용자 주택공급 '신청중' 추천 후 미청약 감점 계산식 변경
81058063f,WooChul,2023-03-10 12:59:09,학교회원 > 신청관리 > 사업신청(계약학과) > 신청시 제출서류 Validation 수정,
f0166f525,WooChul,2023-03-10 11:22:50,이메일발송 테스트 로컬환경 주석처리,
bc86bb3c3,WooChul,2023-03-10 09:35:22,이메일발송 스케쥴러 테스트 수정,
dfea5f3bf,WooChul,2023-03-09 13:30:58,멀티서버 중북 스케쥴러 방지를 위한 shedlock - configuration,
fb05108bd,eom,2023-03-09 11:14:02,"기술사관 1.월별실적현황 사용자-관리자 사용쿼리 통일 2.관리자-참여기업현황 조회 (참여년도-""전체"") 추가",
cf2bedaed,WooChul,2023-03-08 16:03:29,테스트 이메일 스케쥴러 로컬세팅,
0603f1fcb,WooChul,2023-03-08 15:39:13,테스트 메일발송 중복방지,
89ace6fa7,ohdon,2023-03-07 17:56:40,인재육성형 중소기업 지정사업 소개 화면 css 수정,
1141d97c6,eom,2023-03-07 14:02:26,특성화고 사업소개 원복 및 css 일부 수정,
6770cca86,eom,2023-03-07 13:48:52,특성화 사업소개 css 수정,
27a9e5bad,WooChul,2023-03-07 13:12:01,1.관리자 > 성과공유 > 자료등록 > 담당자 정보 업데이트 제거 2.성과공유 이메일발송 스케쥴러 테스트(Redis 이용 중복실행 방지),
110874084,WooChul,2023-03-07 09:17:04,스케쥴러 Cron 테스트(중복실행 방지),
a4dc50dd6,WooChul,2023-03-06 17:13:55,테스트 스케쥴러 삭제(두번실행 됨),
c48a2319c,WooChul,2023-03-06 16:55:41,관리자 > 성과공유 > 유효기간 30일전 이메일발송 스케쥴러 수정,
5f7fc8286,WooChul,2023-03-06 15:28:44,관리자 > 성과공유 > 만기도래 > 이메일발송 숨김,
473ba6cd3,WooChul,2023-03-06 15:03:21,띄어쓰기 정리,
e608e965b,WooChul,2023-03-06 15:01:45,관리자 > 성과공유 > 자료등록 & 만기도래 수정,1.성과공유 기업정보 탭 대표자 이메일 컬럼추가(필수)
51f9fe27f,ohdon,2023-03-06 13:28:50,주특공 사업상세 조회후 주특공 사업공고목록 조회시 카운팅 조회되도록 수정,
568812f3d,WooChul,2023-03-06 11:15:38,관리자 > 성과공유 > 만기도래 > 이메일발송 체크박스 숨김(반영 전),
e48e94b2f,WooChul,2023-03-06 11:13:41,관리자 > 성과공유 > 만기도래 > 이메일발송,
5c98e65b2,WooChul,2023-03-06 10:07:12,관리자 > 성과공유 > 만기도래 > 이메일발송 수정,
997853bac,WooChul,2023-03-06 10:06:26,공통 > 두 날짜 차이 일수계산(YYYYMMDD),
5fa21f14c,WooChul,2023-03-06 09:09:52,관리자 > 성과공유 > 만기도래 > 이메일발송 문구 수정,
0e10db7ef,ohdon,2023-03-03 17:18:11,"계약학과, 기술사관 학생일정 등록 가능여부 파람(일정상태 개수 체크) 추가 조회로 수정",
c1c232309,WooChul,2023-03-03 16:55:56,관리자 > 성과공유 > 만기도래 > 종료일자 '-' 제거,
ed8877596,WooChul,2023-03-03 16:33:22,관리자 > 성과공유 > 만기도래 > CHK_YN Disabled,
52c551f75,WooChul,2023-03-03 16:07:39,관리자 > 성과공유 > 만기도래 > 이메일발송 수정,
9a6afe088,ohdon,2023-03-03 15:40:20,기술사관 일정관리 주석 수정,
238f478d0,WooChul,2023-03-03 15:32:07,관리자 > 성과공유 > 자료등록 > Validation 수정,
e5e2abf9d,WooChul,2023-03-03 15:31:31,관리자 > 성과공유 > 만기도래 > 이메일발송,
4d0544ead,WooChul,2023-03-03 15:31:05,관리자 > 성과공유 > 만기도래 > 이메일발송 수정,
6747d8454,ohdon,2023-03-03 15:04:21,"계약학과, 기술사관 학생관리 일정 관련 수정 (upsert문 수정 및 완료되지 않은 사업 건수 체크 수정)",
f45d4f695,ohdon,2023-03-03 11:23:55,"계약학과, 기술사관 학생관리일정 저장 전 기준년월 입력 여부 체크 추가",
39664056d,WooChul,2023-03-03 11:20:35,수정,
20840b9ed,WooChul,2023-03-02 16:02:39,관리자 > 성과공유 > 자료등록 > 쿼리수정,
dd03734c3,WooChul,2023-03-02 15:23:07,관리자 > 성과공유 > 자료등록 > 수정,
527e92721,WooChul,2023-03-02 13:33:25,관리자 > 성과공유 > 자료등록 > 수정,
57286a489,WooChul,2023-03-02 10:19:18,관리자 > 성과공유 > 자료등록 > 수정,
8d6bef22d,WooChul,2023-03-02 09:16:49,관리자 > 성과공유 > 자료등록 > 삭제 후 Alert 추가,
e80662b75,WooChul,2023-03-02 09:14:09,관리자 > 성과공유 > 자료등록 > 수정,
fc22b45c0,WooChul,2023-02-28 15:59:47,관리자 > 성과공유 > 자료등록 > 쿼리수정,
c954b94c9,WooChul,2023-02-28 15:51:36,관리자 > 성과공유 > 자료등록 > validation 수정,
8bfec9f4e,ohdon,2023-02-28 14:52:49,메인화면css수정:기술사관육성사업 바로가기 추가,
34de29bfe,ohdon,2023-02-27 17:13:19,"관리자>주특공목록화면에서 파일,엑셀,무주택 다운로드 처리시 로그처리대상id에 사업ID저장및 조회로 수정",
c58dc75d2,WooChul,2023-02-24 12:16:07,그리드뷰 drillDown 샘플,
277724197,WooChul,2023-02-24 12:15:43,사용자 > 성과공유 > 확인서류등록 탭 drillDown 위한 Depth 컬럼 추가,
940106ffc,WooChul,2023-02-24 10:03:01,관리자 > 주택공급 > 신청접수현황 > 무주택의뢰 엑셀다운로드 Header 문구수정,
72df8038a,WooChul,2023-02-24 09:57:36,관리자 > 주택공급 > 신청접수현황 > 무주택의뢰 엑셀다운로드 수정 1.진행상태 작성중 다운로드불가 2.공급유형 작은타입이 앞으로 정렬,
6721f770c,WooChul,2023-02-24 09:27:08,관리자 > 주택공급 > 무주택의뢰 엑셀다운로드 컬럼 위치변경,
862ed0760,WooChul,2023-02-23 17:08:13,관리자 > 성과공유 > 발급이력현황 > 엑셀다운로드 maxRowCount 20만 설정,
f3df86966,WooChul,2023-02-23 12:35:13,관리자 > 주택공급 > 신청현황 무주택의뢰 엑셀다운로드 수정,
b34fd0c1b,WooChul,2023-02-23 11:46:39,관리자 > 주택공급 > 신청현황 > 무주택의뢰 엑셀다운로드 수정,
ca1dc78da,WooChul,2023-02-22 17:07:19,관리자 > 주택공급 > 신청현황 무주택의뢰 엑셀다운로드  0점 다시 포함하게 쿼리 수정,
6cc84de19,WooChul,2023-02-22 17:06:42,관리자 > 사업공고 바로가기(링크) 스크립트 추가,
78fe14c58,WooChul,2023-02-22 16:54:36,관리자 > 주택공급 > 신청현황 > 무주택의뢰 엑셀다운로드 정렬기준 변경,
d28bb412a,eom,2023-02-22 16:51:12,기술사관-폐업일자추가 / 인재육성형:서면평가총괄현황 오류 수정,
8189a14e9,ohdon,2023-02-21 16:43:00,"사용자,관리자>참여학생 등록 안 된 협약참여기업 삭제 가능하도록 수정 및 사용자,관리자>협약참여기업 정보에 폐업일자추가",
8d2004f65,WooChul,2023-02-21 13:38:39,관리자 > 시스템관리 > 공통코드 관리 > 그리드뷰 위치조정,
4a139e464,WooChul,2023-02-21 13:37:39,관리자 > 주택공급 > 사업설정 > 첨부파일 버튼 위치 조정,
33625f979,WooChul,2023-02-17 13:59:55,사용자 & 관리자 > 기술사관 > 월별실적 > 쿼리 수정,
9ad0de29f,WooChul,2023-02-17 09:23:36,관리자 > 주택공급 > 문구 수정2,
1dca74044,WooChul,2023-02-17 09:13:38,관리자 > 주택공급 > '추천 신청취하 마감일' => '추천 신청취하 종료일' 문구 수정,
0476e3e32,ohdon,2023-02-16 16:19:13,"미래성과공유, 성과공유 매뉴얼 파일 수정",
05996d429,WooChul,2023-02-16 13:06:11,사용자 > 주택공급 신청조회 화면 문구 수정,
f5d02a49a,WooChul,2023-02-16 12:22:57,사용자 > 주택공급 > 신청조회 화면 gridView width 조정,
d7673d273,WooChul,2023-02-16 10:49:19,주택공급 > 추천 신청취하 수정,
8ab6ac0fb,WooChul,2023-02-16 10:46:29,주택공급 > 추천 신청취하 종료일,
1ad3c3aed,WooChul,2023-02-16 10:41:14,주택공급 > 추천 신청취하 종료일 추가,
6243d0533,WooChul,2023-02-16 10:07:56,관리자 > 성과공유 > 자료등록 > Validation 수정,
6cc702472,WooChul,2023-02-15 17:17:49,관리자 > 성과공유 > 자료등록 수정,
123d6ff88,ohdon,2023-02-15 11:29:51,"관리자>주택공급>통계현황>사업별 진행현황에 상단 합계 추가, 주택공급사업조회화면첨부파일round(file/1024)로 수정",
aa0ebcd8e,WooChul,2023-02-14 17:30:46,관리자 > 성과공유 > 자료등록 쿼리 수정,
46fb6fc36,WooChul,2023-02-14 17:23:28,관리자 > 성과공유 > 자료등록 수정,"해당년도 공통_기업현황(재무) 매출액 & 종업원수 값이 있으면, 엑셀 입력값 무시"
21c4ae956,ohdon,2023-02-14 16:52:09,관리자>기술사관 참여학생현황 목록 조회시 조회안되는 컬럼 조회되도록 수정,
fa9822080,WooChul,2023-02-14 16:05:06,관리자 > 성과공유 > 자료등록 수정,"1. 신규이면 기존 신청내역이 있으면, 입력정보(회웑정보 & 기업정보) 갱신 X"
577b38a16,WooChul,2023-02-13 12:55:15,관리자 > 성과공유 > 발급이력 현황 엑셀다운로드 대용량 SplitProvider 으로 수정,
60802844c,ohdon,2023-02-13 10:30:17,사용자>주특공_무주택탭 불필요 코드 제거,
860682359,ohdon,2023-02-13 10:03:04,사용자> 주택공급_무주택세대 탭 입력시 주택소유여부/혼인여부 선택시 세대구성원입력확인 여부 체크하도록 얼럿 추가,
354a70a1c,WooChul,2023-02-10 17:55:36,업로드 후 저장 전 파일선택시 다운로드 안된다고 문의가 와서 저장 전에는 다운로드가 불가하다고 안내문구 추가,
02968b4e8,WooChul,2023-02-10 09:25:47,관리자 > 성과공유 > 신청접수 현황 엑셀다운로드시 오래 걸린다고 안내문구 추가,
db4abce71,WooChul,2023-02-10 08:51:37,Login_SQL.xml 쿼리 띄어쓰기 정리,
e962381c9,WooChul,2023-02-09 16:19:57,로그인관련 쿼리조건 탈퇴일자 추가 같은 아이디 같은 유형으로 탈퇴 후 재가입 후 로그인시 SubQuery 2건이 조회되서 에러발생,
3f160d8d4,ohdon,2023-02-09 14:19:32,"사용자, 관리자>주특공 무주택 탭 화면 수정(세대구성원입력화인여부 체크칸 생성 및 문구 수정)",
362f09d4c,WooChul,2023-02-09 13:29:03,관리자 > 성과공유 > 신청접수 현황 엑셀다운로드 수정,
aedba678d,WooChul,2023-02-08 15:17:06,웹스퀘어 SplitProvider 엑셀다운로드 최대 RowCount 값 설정(20만) ※미설정시 기본 10만,
7a9e8e5f5,WooChul,2023-02-08 14:33:12,splitProvider offsetRow 500 으로 변경(테스트용),
e6c198335,WooChul,2023-02-08 11:20:21,1.주택공급 > 인정자격증 관련서류 변경 2.관리자 > 성과공유 > 엑셀다운로드 수정,
7f796a68e,WooChul,2023-02-07 17:32:02,관리자 > 성과공유 > 엑셀다운로드 쿼리,
18d8eb77d,WooChul,2023-02-07 17:31:20,관리자 > 성과공유 > 엑셀다운로드 쿼리수정,
b29ef717e,WooChul,2023-02-07 17:26:55,1.주택특별공급 공동의용동의서 엑셀다운로드 파일 수정 2.엑셀다운로드 SplitProvider 3만건 리밋해제(테스트),
9722072cb,WooChul,2023-02-07 15:30:27,ExcelDown.java 띄어쓰기 & 공백 정리,
66ca10f49,WooChul,2023-02-07 15:27:52,spclhsRsltIndx.selSpclhsOtcmIndx 중복조회 컬럼(BSNS_CL) 제거,
3335378ea,WooChul,2023-02-07 15:20:24,중소기업 계약학과 & 기술사관 육성사업 종료 전 이메일 발송 스케쥴러 클래스 추가,
6169bd9a4,WooChul,2023-02-07 15:18:57,관리자 > 성과공유 > 신청접수 > 엑셀다운로드 SplitProvider 으로 변경처리,
4f749f7a4,ohdon,2023-02-07 14:13:52,관리자 > 계약하과 > 통계현황 > 졸업자현황 조회조건 학교명 작동하도록 수정,
011ca2baf,WooChul,2023-02-07 13:35:48,관리자 > 성과공유 > 신청접수 > 엑셀다운로드(전송용) 파라미터 수정,
c2f7ebb86,WooChul,2023-02-07 13:22:16,관리자 > 성과공유 > 신청접수 > 엑셀다운로드 관련 수정,
990501f0e,eom,2023-02-07 09:29:27,종료일자 조건 수정,
27860c12c,eom,2023-02-07 09:12:23,성과공유실적:재발급및재신청 포함여부 추가,
